from,to,letters saved,percentage of word saved,word precedence
obso,obsolete,4,0.5,12296
obscu,obscure,2,0.2857142857142857,13379
obsce,obscene,2,0.2857142857142857,19433
obviousl,obviously,1,0.1111111111111111,4416
obv,obvious,4,0.5714285714285714,4449
obligati,obligation,2,0.2,4771
obligate,obligated,1,0.1111111111111111,18663
obliga,obligat,1,0.14285714285714285,
oblige,obliged,1,0.14285714285714285,15302
obliq,oblique,2,0.2857142857142857,11537
obl,obli,1,0.25,
obituari,obituaries,2,0.2,7785
obi,obituar,4,0.5714285714285714,
obesi,obesity,2,0.2857142857142857,9314
obed,obedience,5,0.5555555555555556,15782
okl,oklahoma,5,0.625,2721
oka,okay,1,0.25,4484
osca,oscar,1,0.2,7117
osco,oscommerce,6,0.6,10017
osl,oslo,1,0.25,11974
oste,osteoporosis,8,0.6666666666666666,14581
osh,osha,1,0.25,13830
osam,osama,1,0.2,14910
osak,osaka,1,0.2,15456
osb,osborne,4,0.5714285714285714,16025
ozo,ozone,2,0.4,9061
oxfords,oxfordshire,4,0.36363636363636365,15627
oxf,oxford,3,0.5,3475
oxy,oxygen,3,0.5,5557
oxida,oxidation,4,0.4444444444444444,15250
oxi,oxid,1,0.25,
oxl,oxley,2,0.4,16060
oakla,oakland,2,0.2857142857142857,5732
oakle,oakley,1,0.16666666666666666,12432
oakw,oakwood,3,0.42857142857142855,19843
oas,oasis,2,0.4,6543
oat,oath,1,0.25,14724
oah,oahu,1,0.25,17622
ody,odyssey,4,0.5714285714285714,10780
odo,odor,1,0.25,12496
odb,odbc,1,0.25,15753
odes,odessa,2,0.3333333333333333,18266
oec,oecd,1,0.25,8879
ome,omega,2,0.4,6044
omah,omaha,1,0.2,6585
omis,omission,4,0.5,17828
omitt,omitted,2,0.2857142857142857,11040
omn,omni,1,0.25,13307
ombu,ombudsman,5,0.5555555555555556,16560
oop,oops,1,0.25,7563
ogd,ogden,2,0.4,17398
oy,oyster,4,0.6666666666666666,14952
andr,andre,1,0.2,10415
anderso,anderson,1,0.125,3164
anderse,andersen,1,0.125,14699
ande,anders,2,0.3333333333333333,18029
anda,andale,2,0.3333333333333333,7913
andor,andorra,2,0.2857142857142857,9324
andov,andover,2,0.2857142857142857,17330
anyth,anything,3,0.375,1064
anyti,anytime,2,0.2857142857142857,4306
anyo,anyone,2,0.3333333333333333,1083
anywa,anyway,1,0.16666666666666666,3191
anywh,anywhere,3,0.375,3203
anym,anymore,3,0.42857142857142855,5961
anyb,anybody,3,0.42857142857142855,6008
anot,another,3,0.42857142857142855,383
anony,anonymous,4,0.4444444444444444,2439
anomali,anomalies,2,0.2222222222222222,18246
anom,anomal,2,0.3333333333333333,
analysi,analysis,1,0.125,625
analyzi,analyzing,2,0.2222222222222222,11012
analytica,analytical,1,0.1,7133
analyt,analytic,2,0.25,15021
analogu,analogue,1,0.125,14825
analogo,analogous,2,0.2222222222222222,18610
analo,analog,1,0.16666666666666666,5166
anat,anatomy,3,0.42857142857142855,7851
anah,anaheim,3,0.42857142857142855,8614
anar,anarchy,3,0.42857142857142855,17214
anab,anabolic,4,0.5,19082
annuall,annually,1,0.125,6396
annua,annual,1,0.16666666666666666,941
annui,annuity,2,0.2857142857142857,14203
announcem,announcement,3,0.25,4826
announci,announcing,2,0.2,14463
annou,announc,2,0.2857142857142857,
annotati,annotation,2,0.2,3076
annot,annotat,2,0.2857142857142857,
annoyi,annoying,2,0.25,9415
annoye,annoyed,1,0.14285714285714285,19871
anniv,anniversary,6,0.5454545454545454,3859
annet,annette,2,0.2857142857142857,17711
annap,annapolis,4,0.4444444444444444,14129
annal,annals,1,0.16666666666666666,18048
answere,answered,1,0.125,5261
answeri,answering,2,0.2222222222222222,8475
answ,answer,2,0.3333333333333333,1250
animalse,animalsex,1,0.1111111111111111,16670
animati,animation,2,0.2222222222222222,4123
animate,animated,1,0.125,5287
anit,anita,1,0.2,11636
anis,aniston,3,0.42857142857142855,18069
antiq,antique,2,0.2857142857142857,3909
antiv,antivirus,4,0.4444444444444444,6480
anticipati,anticipation,2,0.16666666666666666,16307
antic,anticipat,4,0.4444444444444444,
antigu,antigua,1,0.14285714285714285,8398
antige,antigen,1,0.14285714285714285,12641
antibodi,antibodies,2,0.2,9869
antibo,antibod,1,0.14285714285714285,
antibi,antibiotic,4,0.4,15607
antil,antilles,3,0.375,11019
antit,antitrust,4,0.4444444444444444,16392
antoni,antonio,1,0.14285714285714285,3513
anto,anton,1,0.2,14394
anthon,anthony,1,0.14285714285714285,4149
anthol,anthology,3,0.3333333333333333,13015
anthro,anthropology,6,0.5,9290
anthra,anthrax,1,0.14285714285714285,17631
anthe,anthem,1,0.16666666666666666,15192
anten,antenna,2,0.2857142857142857,5370
anter,anterior,3,0.375,16061
anta,antarctic,5,0.5555555555555556,14583
angele,angeles,1,0.14285714285714285,1787
angeli,angelina,2,0.25,13346
angli,anglican,3,0.375,17018
angr,angry,1,0.2,6546
ango,angola,2,0.3333333333333333,8783
angui,anguilla,3,0.375,11516
angul,angular,2,0.2857142857142857,16197
angi,angie,1,0.2,16201
ancie,ancient,2,0.2857142857142857,3282
ancil,ancillary,4,0.4444444444444444,18268
anchora,anchorage,2,0.2222222222222222,10527
anch,anchor,2,0.3333333333333333,6899
ancestr,ancestry,1,0.125,12079
ancesto,ancestor,1,0.125,17598
ance,ancest,2,0.3333333333333333,
anxie,anxiety,2,0.2857142857142857,6385
anxio,anxious,2,0.2857142857142857,13863
anx,anxi,1,0.25,
ank,ankle,2,0.4,11343
anes,anesthesia,6,0.6,16407
anem,anemia,2,0.3333333333333333,18314
aren,arena,1,0.2,4822
articl,article,1,0.14285714285714285,410
articu,articulate,4,0.4,18870
artisti,artistic,1,0.125,7475
artisa,artisan,1,0.14285714285714285,19252
artifi,artificial,4,0.4,5918
artifa,artifacts,3,0.3333333333333333,12805
artil,artillery,4,0.4444444444444444,15081
arthu,arthur,1,0.16666666666666666,4609
arthr,arthritis,4,0.4444444444444444,6927
artw,artwork,3,0.42857142857142855,5891
arteria,arterial,1,0.125,17471
arterie,arteries,1,0.125,19561
arou,around,2,0.3333333333333333,425
aromath,aromatherapy,5,0.4166666666666667,12932
aromati,aromatic,1,0.125,18577
arom,aroma,1,0.2,17422
aros,arose,1,0.2,14989
archiva,archival,1,0.125,13746
archivi,archiving,2,0.2222222222222222,15678
architectura,architectural,1,0.07692307692307693,6070
architectu,architectur,1,0.09090909090909091,
archit,architect,3,0.3333333333333333,6718
archaeologi,archaeological,3,0.21428571428571427,13097
archa,archaeolog,5,0.5,
arche,archer,1,0.16666666666666666,14494
archb,archbishop,5,0.5,17085
arcadi,arcadia,1,0.14285714285714285,16810
arca,arcad,1,0.2,
arct,arctic,2,0.3333333333333333,7733
armst,armstrong,4,0.4444444444444444,8011
armen,armenia,2,0.2857142857142857,8002
armore,armored,1,0.14285714285714285,19796
armou,armour,1,0.16666666666666666,14338
arman,armani,1,0.16666666666666666,14701
armad,armada,1,0.16666666666666666,17307
armi,armies,2,0.3333333333333333,16536
ariz,arizona,3,0.42857142857142855,2057
arisi,arising,2,0.2857142857142857,5784
arist,aristotle,4,0.4444444444444444,18590
arit,arithmetic,6,0.6,14093
argum,argument,3,0.375,2076
argui,arguing,2,0.2857142857142857,13622
argua,arguably,3,0.375,18287
arge,argentin,4,0.5,
argo,argos,1,0.2,19729
arrangem,arrangement,3,0.2727272727272727,5565
arrangi,arranging,2,0.2222222222222222,17311
arran,arrang,1,0.16666666666666666,
arriva,arrival,1,0.14285714285714285,4483
arrivi,arriving,2,0.25,10468
arri,arriv,1,0.2,
arro,arrow,1,0.2,5544
arreste,arrested,1,0.125,6615
arre,arrest,2,0.3333333333333333,7522
arka,arkansas,4,0.5,3288
arabid,arabidopsis,5,0.45454545454545453,18737
araf,arafat,2,0.3333333333333333,17456
arn,arnold,3,0.5,6953
arl,arlington,6,0.6666666666666666,6977
arbitrar,arbitrary,1,0.1111111111111111,8511
arbitrat,arbitration,3,0.2727272727272727,9274
arbi,arbitra,3,0.42857142857142855,
arbo,arbor,1,0.2,9996
aru,aruba,2,0.4,8954
arsena,arsenal,1,0.14285714285714285,11567
arseni,arsenic,1,0.14285714285714285,19403
arse,arsen,1,0.2,
ard,arden,2,0.4,17215
arx,arxiv,2,0.4,19062
attent,attention,3,0.3333333333333333,1835
attendanc,attendance,1,0.1,4804
attenda,attendan,1,0.125,
attendee,attendees,1,0.1111111111111111,12149
attendi,attending,2,0.2222222222222222,6327
attempte,attempted,1,0.1111111111111111,7704
attempti,attempting,2,0.2,8336
attem,attempt,2,0.2857142857142857,3055
atto,attorney,4,0.5,2086
attacki,attacking,2,0.2222222222222222,13696
attache,attached,1,0.125,3297
attachm,attachment,3,0.3,4186
attainm,attainment,3,0.3,13476
attaine,attained,1,0.125,15452
attai,attain,1,0.16666666666666666,14781
attractio,attraction,1,0.1,5409
attractiv,attractive,1,0.1,5460
attractin,attracting,1,0.1,15181
attracte,attracted,1,0.1111111111111111,11234
attra,attract,2,0.2857142857142857,7553
attributi,attribution,2,0.18181818181818182,13874
attributa,attributable,3,0.25,14773
attri,attribut,3,0.375,
attit,attitude,3,0.375,5297
atomi,atomic,1,0.16666666666666666,6196
ato,atom,1,0.25,2430
atlan,atlant,1,0.16666666666666666,
atmospheri,atmospheric,1,0.09090909090909091,8720
atmo,atmospher,5,0.5555555555555556,
athleti,athletic,1,0.125,4755
athle,athlet,1,0.16666666666666666,
athlo,athlon,1,0.16666666666666666,10304
athei,atheist,2,0.2857142857142857,18974
ativ,ativan,2,0.3333333333333333,16643
atar,atari,1,0.2,10639
atkinso,atkinson,1,0.125,15311
atki,atkins,2,0.3333333333333333,11687
atr,atreyu,3,0.5,15654
associati,association,2,0.18181818181818182,725
associ,associat,2,0.25,
assorte,assorted,1,0.125,10172
assortm,assortment,3,0.3,14204
assor,assort,1,0.16666666666666666,
assessm,assessment,3,0.3,1370
assesse,assessed,1,0.125,6635
assessi,assessing,2,0.2222222222222222,8456
assesso,assessor,1,0.125,18237
assembli,assemblies,2,0.2,11873
assem,assembl,2,0.2857142857142857,
asserti,assertion,2,0.2222222222222222,14049
asserte,asserted,1,0.125,16442
asser,assert,1,0.16666666666666666,13092
assistanc,assistance,1,0.1,1506
assista,assistan,1,0.125,
assiste,assisted,1,0.125,6464
assisti,assisting,2,0.2222222222222222,10318
assis,assist,1,0.16666666666666666,2643
assigne,assigned,1,0.125,3131
assignm,assignment,3,0.3,4631
assigni,assigning,2,0.2222222222222222,17447
assig,assign,1,0.16666666666666666,8010
assumi,assuming,2,0.25,6973
assump,assumption,4,0.4,7149
assura,assurance,3,0.3333333333333333,5433
assau,assault,2,0.2857142857142857,6170
assas,assassination,8,0.6153846153846154,16973
assh,asshole,3,0.42857142857142855,14106
aske,asked,1,0.2,1071
aski,asking,2,0.3333333333333333,3701
asid,aside,1,0.2,5483
aspec,aspect,1,0.16666666666666666,4488
asph,asphalt,3,0.42857142857142855,13527
aspiri,aspirin,1,0.14285714285714285,16116
aspira,aspirations,5,0.45454545454545453,17362
aspi,aspir,1,0.2,
astronomi,astronomical,3,0.25,13573
astron,astronom,2,0.25,
astrol,astrology,3,0.3333333333333333,8661
astrop,astrophysics,6,0.5,19874
asth,asthma,2,0.3333333333333333,7425
aste,asterisk,4,0.5,10432
astor,astoria,2,0.2857142857142857,19866
ashla,ashland,2,0.2857142857142857,13358
ashan,ashanti,2,0.2857142857142857,11018
asham,ashamed,2,0.2857142857142857,17893
ashev,asheville,4,0.4444444444444444,15502
asht,ashton,2,0.3333333333333333,13923
ashc,ashcroft,4,0.5,19219
ashf,ashford,3,0.42857142857142855,19733
asci,ascii,1,0.2,7937
ascend,ascending,3,0.3333333333333333,10129
ascens,ascension,3,0.3333333333333333,18535
ascer,ascertain,4,0.4444444444444444,19865
asnb,asnblock,4,0.5,19152
asb,asbestos,5,0.625,9785
asyl,asylum,2,0.3333333333333333,9988
asyn,asynchronous,8,0.6666666666666666,16725
asl,asleep,3,0.5,11646
ase,asean,2,0.4,18337
allowe,allowed,1,0.14285714285714285,1845
allowi,allowing,2,0.25,3774
allowan,allowance,2,0.2222222222222222,8755
allowab,allowable,2,0.2222222222222222,14615
allocati,allocation,2,0.2,5487
alloc,allocat,2,0.2857142857142857,
allia,alliance,3,0.375,3355
allis,allison,2,0.2857142857142857,10822
allegedl,allegedly,1,0.1111111111111111,13284
allege,alleged,1,0.14285714285714285,6992
allega,allegations,5,0.45454545454545453,10811
allegi,allegiance,4,0.4,18420
allergie,allergies,1,0.1111111111111111,12246
aller,allerg,1,0.16666666666666666,
allev,alleviate,4,0.4444444444444444,19754
alw,always,3,0.5,609
alre,already,3,0.42857142857142855,731
alri,alright,3,0.42857142857142855,12292
alongs,alongside,3,0.3333333333333333,10403
alou,aloud,1,0.2,12054
aloh,aloha,1,0.2,17038
alth,although,4,0.5,1016
alternativel,alternatively,1,0.07692307692307693,9507
alternativ,alternative,1,0.09090909090909091,1484
alternatin,alternating,1,0.09090909090909091,18444
altern,alternat,2,0.25,
altere,altered,1,0.14285714285714285,8633
altera,alteration,4,0.4,14249
alteri,altering,2,0.25,17993
alte,alter,1,0.2,7412
altog,altogether,5,0.5,11465
alti,altitude,4,0.5,10645
altav,altavista,4,0.4444444444444444,17048
albuq,albuquerque,6,0.5454545454545454,7422
alber,albert,1,0.16666666666666666,5062
albei,albeit,1,0.16666666666666666,15427
albani,albania,1,0.14285714285714285,8454
albi,albion,2,0.3333333333333333,15937
almos,almost,1,0.16666666666666666,1213
almon,almond,1,0.16666666666666666,15357
alman,almanac,2,0.2857142857142857,12876
almi,almighty,4,0.5,18804
aler,alert,1,0.2,2449
alexande,alexander,1,0.1111111111111111,3854
alexandri,alexandria,1,0.1,9342
alexan,alexand,1,0.14285714285714285,
alexi,alexis,1,0.16666666666666666,15367
alask,alaska,1,0.16666666666666666,2537
alab,alabama,3,0.42857142857142855,2860
alar,alarm,1,0.2,4147
alame,alameda,2,0.2857142857142857,17012
alai,alain,1,0.2,18151
alad,aladdin,3,0.42857142857142855,19445
alphabeticall,alphabetically,1,0.07142857142857142,10369
alphabeti,alphabetical,3,0.25,5496
alphab,alphabet,2,0.25,10685
alph,alpha,1,0.2,2840
alpi,alpine,2,0.3333333333333333,7909
alpr,alprazolam,6,0.6,15131
alcoholis,alcoholism,1,0.1,17193
alco,alcohol,3,0.42857142857142855,3072
alca,alcatel,3,0.42857142857142855,11044
alch,alchemy,3,0.42857142857142855,18436
alumn,alumni,1,0.16666666666666666,3669
aluminu,aluminum,1,0.125,4786
alumini,aluminium,2,0.2222222222222222,9833
alumi,alumin,1,0.16666666666666666,
alu,alum,1,0.25,
algo,algorithm,5,0.5555555555555556,4248
algebrai,algebraic,1,0.1111111111111111,16303
algeb,algebra,2,0.2857142857142857,8150
alger,algeria,2,0.2857142857142857,8541
alga,algae,1,0.2,17191
aliv,alive,1,0.2,4336
alici,alicia,1,0.16666666666666666,10132
alica,alicante,3,0.375,19312
alienw,alienware,3,0.3333333333333333,18424
alie,alien,1,0.2,5965
alignm,alignment,3,0.3333333333333333,7667
aligne,aligned,1,0.14285714285714285,12297
alig,align,1,0.2,9492
aliase,aliases,1,0.14285714285714285,16253
alia,alias,1,0.2,7916
alik,alike,1,0.2,8705
alit,alito,1,0.2,10477
alis,alison,2,0.3333333333333333,11959
aliba,alibaba,2,0.2857142857142857,13484
alibr,alibris,2,0.2857142857142857,18272
alfr,alfred,2,0.3333333333333333,7504
alz,alzheimer,6,0.6666666666666666,10608
alk,alkaline,5,0.625,12851
alv,alvin,2,0.4,16427
abou,about,1,0.2,35
abov,above,1,0.2,546
abort,abortion,3,0.375,6473
abori,aboriginal,5,0.5,7982
aboa,aboard,2,0.3333333333333333,11445
abl,able,1,0.25,726
abstracti,abstraction,2,0.18181818181818182,15863
abst,abstract,4,0.5,1474
absolutel,absolutely,1,0.1,3581
absol,absolute,3,0.375,4303
absorp,absorption,4,0.4,9690
absorbe,absorbed,1,0.125,13520
absorbi,absorbing,2,0.2222222222222222,19925
absenc,absence,1,0.14285714285714285,4641
abse,absen,1,0.2,
absu,absurd,2,0.3333333333333333,16817
abiliti,abilities,2,0.2222222222222222,7576
abil,abilit,2,0.3333333333333333,
abid,abide,1,0.2,12105
abig,abigail,3,0.42857142857142855,19990
abusi,abusive,2,0.2857142857142857,13364
abundanc,abundance,1,0.1111111111111111,10238
abun,abundan,3,0.42857142857142855,
abro,abroad,2,0.3333333333333333,4604
abrah,abraham,2,0.2857142857142857,9042
abram,abramoff,3,0.375,16788
abandone,abandoned,1,0.1111111111111111,8575
aban,abandon,3,0.42857142857142855,14529
abat,abatement,5,0.5555555555555556,19979
aber,aberdeen,4,0.5,9293
abbe,abbey,1,0.2,11213
abbr,abbreviation,8,0.6666666666666666,19385
abbo,abbott,2,0.3333333333333333,13459
abnormali,abnormalities,4,0.3076923076923077,17291
abno,abnormal,4,0.5,11655
abdo,abdominal,5,0.5555555555555556,13609
abdu,abdul,1,0.2,16667
ameri,america,2,0.2857142857142857,571
amendm,amendment,3,0.3333333333333333,2811
amende,amended,1,0.14285714285714285,3941
amendi,amending,2,0.25,15256
ameni,amenities,4,0.4444444444444444,6080
amet,amethyst,4,0.5,15023
amel,amelia,2,0.3333333333333333,17316
amou,amount,2,0.3333333333333333,869
amongs,amongst,1,0.14285714285714285,7518
amon,among,1,0.2,965
amort,amortization,7,0.5833333333333334,14232
amazo,amazon,1,0.16666666666666666,1393
amazingl,amazingly,1,0.1111111111111111,18601
amazi,amazing,2,0.2857142857142857,2927
amaze,amazed,1,0.16666666666666666,13640
amate,amateur,2,0.2857142857142857,1934
amatur,amature,1,0.14285714285714285,14467
amatue,amatuer,1,0.14285714285714285,14946
aman,amanda,2,0.3333333333333333,7601
amar,amarillo,4,0.5,18243
amst,amsterdam,5,0.5555555555555556,4820
ampla,ampland,2,0.2857142857142857,7032
amplific,amplification,5,0.38461538461538464,19091
amplif,amplifi,1,0.14285714285714285,
amplit,amplitude,3,0.3333333333333333,13577
ambe,amber,1,0.2,5715
ambie,ambien,1,0.16666666666666666,8510
ambitiou,ambitious,1,0.1111111111111111,13078
ambit,ambitio,2,0.2857142857142857,
ambig,ambiguous,4,0.4444444444444444,17794
amba,ambassador,6,0.6,8831
ambu,ambulance,5,0.5555555555555556,10986
amin,amino,1,0.2,7125
amig,amiga,1,0.2,16577
amuse,amusement,4,0.4444444444444444,12216
amusi,amusing,2,0.2857142857142857,15643
amu,amus,1,0.25,
amn,amnesty,4,0.5714285714285714,13191
amh,amherst,4,0.5714285714285714,14248
ammu,ammunition,6,0.6,15067
ammon,ammonia,2,0.2857142857142857,17387
addressi,addressing,2,0.2,6481
addre,address,2,0.2857142857142857,248
additionall,additionally,1,0.08333333333333333,6846
additiona,additional,1,0.1,584
additio,addition,1,0.125,1095
additiv,additive,1,0.125,17127
addit,additi,1,0.16666666666666666,
addin,adding,1,0.16666666666666666,2910
addictio,addiction,1,0.1111111111111111,6510
addictiv,addictive,1,0.1111111111111111,16083
addicte,addicted,1,0.125,15768
addic,addict,1,0.16666666666666666,14071
addis,addison,2,0.2857142857142857,13237
adden,addendum,3,0.375,19206
advancem,advancement,3,0.2727272727272727,9792
advanci,advancing,2,0.2222222222222222,13881
advant,advantage,3,0.3333333333333333,2418
adva,advan,1,0.2,
advertisi,advertising,2,0.18181818181818182,889
advertisem,advertisement,3,0.23076923076923078,2321
adverti,advertis,1,0.125,
adversel,adversely,1,0.1111111111111111,15553
advers,adverse,1,0.14285714285714285,5679
adventu,adventure,2,0.2222222222222222,2309
adven,advent,1,0.16666666666666666,11552
advic,advice,1,0.16666666666666666,1123
advisori,advisories,2,0.2,12663
